key,cust,mstyle,model_base,model_vp2,baseline_mode_base,baseline_mode_vp2,old_wkly,new_wkly,old_26w,new_26w,delta_units,delta_pct
1864-FF13885PCS2,"AMAZON.COM.KYDC,INC",FF13885PCS2,Croston's,Croston's,,,8.1,8.1,210,210,0,0.0
1864-FF13885PCS3,"AMAZON.COM.KYDC,INC",FF13885PCS3,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 640 units),L13 nz-avg (OOS: fill-rate 7% over 640 units),77.1,77.1,2004,2004,0,0.0
1864-FF13885PCS6,"AMAZON.COM.KYDC,INC",FF13885PCS6,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 162 units),L13 nz-avg (OOS: fill-rate 6% over 162 units),9.1,9.1,237,237,0,0.0
1864-FF14076,"AMAZON.COM.KYDC,INC",FF14076,Reactivating,Reactivating,,,12.0,12.0,312,312,0,0.0
1864-FF14302,"AMAZON.COM.KYDC,INC",FF14302,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF14303,"AMAZON.COM.KYDC,INC",FF14303,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF14364,"AMAZON.COM.KYDC,INC",FF14364,Croston's,Croston's,,,432.0,432.0,11232,11232,0,0.0
1864-FF14364PCS12,"AMAZON.COM.KYDC,INC",FF14364PCS12,Croston's,Croston's,,,1.0,1.0,26,26,0,0.0
1864-FF14364PCS3,"AMAZON.COM.KYDC,INC",FF14364PCS3,Croston's,Croston's,,,58.6,58.6,1524,1524,0,0.0
1864-FF14365,"AMAZON.COM.KYDC,INC",FF14365,Sparse Intermittent,Sparse Intermittent,,,18.5,18.5,480,480,0,0.0
1864-FF14365PCS12,"AMAZON.COM.KYDC,INC",FF14365PCS12,Croston's,Croston's,,,5.2,5.2,136,136,0,0.0
1864-FF14365PCS3,"AMAZON.COM.KYDC,INC",FF14365PCS3,Croston's,Croston's,,,28.5,28.5,740,740,0,0.0
1864-FF14584,"AMAZON.COM.KYDC,INC",FF14584,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 13712 units),L13 nz-avg (OOS: fill-rate 8% over 13712 units),1034.9,1034.9,26908,26908,0,0.0
1864-FF14584PCS4,"AMAZON.COM.KYDC,INC",FF14584PCS4,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 192 units),L13 nz-avg (OOS: fill-rate 9% over 192 units),12.8,12.8,332,332,0,0.0
1864-FF14646,"AMAZON.COM.KYDC,INC",FF14646,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF15308/24,"AMAZON.COM.KYDC,INC",FF15308/24,Croston's,Croston's,,,0.0,0.0,0,0,0,0
1864-FF15584,"AMAZON.COM.KYDC,INC",FF15584,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 15648 units),L13 nz-avg (OOS: fill-rate 9% over 15648 units),1317.2,1317.2,34248,34248,0,0.0
1864-FF15585,"AMAZON.COM.KYDC,INC",FF15585,Croston's,Croston's,,,189.7,189.7,4932,4932,0,0.0
1864-FF15588,"AMAZON.COM.KYDC,INC",FF15588,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-FF15589,"AMAZON.COM.KYDC,INC",FF15589,Croston's,Croston's,,,1032.5,1032.5,26844,26844,0,0.0
1864-FF15592,"AMAZON.COM.KYDC,INC",FF15592,Sparse Intermittent,Sparse Intermittent,,,210.5,210.5,5472,5472,0,0.0
1864-FF15595,"AMAZON.COM.KYDC,INC",FF15595,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 1044 units),L13 nz-avg (OOS: fill-rate 7% over 1044 units),99.7,99.7,2592,2592,0,0.0
1864-FF15718,"AMAZON.COM.KYDC,INC",FF15718,Croston's,Croston's,,,9.2,9.2,240,240,0,0.0
1864-FF15747,"AMAZON.COM.KYDC,INC",FF15747,Sparse Intermittent,Sparse Intermittent,,,12.9,12.9,336,336,0,0.0
1864-FF15850BL,"AMAZON.COM.KYDC,INC",FF15850BL,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF15982,"AMAZON.COM.KYDC,INC",FF15982,Heuristic,Heuristic,,,553.4,553.4,14388,14388,0,0.0
1864-FF16027,"AMAZON.COM.KYDC,INC",FF16027,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF16704,"AMAZON.COM.KYDC,INC",FF16704,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 14412 units),L13 nz-avg (OOS: fill-rate 6% over 14412 units),1210.6,1210.6,31476,31476,0,0.0
1864-FF16705,"AMAZON.COM.KYDC,INC",FF16705,Sparse Intermittent,Sparse Intermittent,,,44.3,44.3,1152,1152,0,0.0
1864-FF16968,"AMAZON.COM.KYDC,INC",FF16968,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF16970,"AMAZON.COM.KYDC,INC",FF16970,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF16971,"AMAZON.COM.KYDC,INC",FF16971,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF17544,"AMAZON.COM.KYDC,INC",FF17544,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF17546,"AMAZON.COM.KYDC,INC",FF17546,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF17547,"AMAZON.COM.KYDC,INC",FF17547,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF17552,"AMAZON.COM.KYDC,INC",FF17552,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF17553,"AMAZON.COM.KYDC,INC",FF17553,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF17554,"AMAZON.COM.KYDC,INC",FF17554,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF17555,"AMAZON.COM.KYDC,INC",FF17555,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF17556,"AMAZON.COM.KYDC,INC",FF17556,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF17557,"AMAZON.COM.KYDC,INC",FF17557,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF17558,"AMAZON.COM.KYDC,INC",FF17558,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF17561,"AMAZON.COM.KYDC,INC",FF17561,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF17562,"AMAZON.COM.KYDC,INC",FF17562,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF17564,"AMAZON.COM.KYDC,INC",FF17564,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF17565,"AMAZON.COM.KYDC,INC",FF17565,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF17570,"AMAZON.COM.KYDC,INC",FF17570,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF17572,"AMAZON.COM.KYDC,INC",FF17572,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF17574,"AMAZON.COM.KYDC,INC",FF17574,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF17575,"AMAZON.COM.KYDC,INC",FF17575,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF17576,"AMAZON.COM.KYDC,INC",FF17576,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF17578,"AMAZON.COM.KYDC,INC",FF17578,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF17588,"AMAZON.COM.KYDC,INC",FF17588,Croston's,Croston's,,,79.2,79.2,2058,2058,0,0.0
1864-FF17831,"AMAZON.COM.KYDC,INC",FF17831,Heuristic,Heuristic,,,528.9,528.9,13752,13752,0,0.0
1864-FF17831PCS6,"AMAZON.COM.KYDC,INC",FF17831PCS6,Heuristic,Heuristic,,,22.9,22.9,596,596,0,0.0
1864-FF17924,"AMAZON.COM.KYDC,INC",FF17924,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF18170,"AMAZON.COM.KYDC,INC",FF18170,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF18213-22,"AMAZON.COM.KYDC,INC",FF18213-22,Sparse Intermittent,Sparse Intermittent,,,3.7,3.7,96,96,0,0.0
1864-FF18404/4,"AMAZON.COM.KYDC,INC",FF18404/4,Heuristic,Heuristic,,,6.0,6.0,156,156,0,0.0
1864-FF18903/24,"AMAZON.COM.KYDC,INC",FF18903/24,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF18909/24,"AMAZON.COM.KYDC,INC",FF18909/24,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1320 units),L13 nz-avg (OOS: fill-rate 8% over 1320 units),127.4,127.4,3312,3312,0,0.0
1864-FF18911/24,"AMAZON.COM.KYDC,INC",FF18911/24,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF18913,"AMAZON.COM.KYDC,INC",FF18913,Croston's,Croston's,,,55.4,55.4,1440,1440,0,0.0
1864-FF18956,"AMAZON.COM.KYDC,INC",FF18956,Sparse Intermittent,Sparse Intermittent,,,18.5,18.5,480,480,0,0.0
1864-FF18956PCS2,"AMAZON.COM.KYDC,INC",FF18956PCS2,Croston's,Croston's,,,0.0,0.0,0,0,0,0
1864-FF18956PCS24,"AMAZON.COM.KYDC,INC",FF18956PCS24,Croston's,Croston's,,,0.0,0.0,0,0,0,0
1864-FF18958,"AMAZON.COM.KYDC,INC",FF18958,Sparse Intermittent,Sparse Intermittent,,,204.9,204.9,5328,5328,0,0.0
1864-FF18958PCS24,"AMAZON.COM.KYDC,INC",FF18958PCS24,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF18959,"AMAZON.COM.KYDC,INC",FF18959,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF18959AU,AMAZON AUSTRALIA,FF18959AU,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF18959PCS24,"AMAZON.COM.KYDC,INC",FF18959PCS24,Croston's,Croston's,,,0.0,0.0,0,0,0,0
1864-FF19081CA,"AMAZON.COM.KYDC,INC",FF19081CA,Croston's,Croston's,,,89.5,89.5,2328,2328,0,0.0
1864-FF19341,"AMAZON.COM.KYDC,INC",FF19341,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF19341N,"AMAZON.COM.KYDC,INC",FF19341N,Croston's,Croston's,,,20.8,20.8,540,540,0,0.0
1864-FF19341PCS2,"AMAZON.COM.KYDC,INC",FF19341PCS2,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 1968 units),L13 nz-avg (OOS: fill-rate 6% over 1968 units),113.1,113.1,2940,2940,0,0.0
1864-FF19341PCS6,"AMAZON.COM.KYDC,INC",FF19341PCS6,Seasonal Baseline,Seasonal Baseline,"L13 all-weeks avg (default: 1 legitimate zero weeks, fill-rate 19%)","L13 all-weeks avg (default: 1 legitimate zero weeks, fill-rate 19%)",2.0,2.0,51,51,0,0.0
1864-FF19534/24,"AMAZON.COM.KYDC,INC",FF19534/24,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF19536/24,"AMAZON.COM.KYDC,INC",FF19536/24,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF19546,"AMAZON.COM.KYDC,INC",FF19546,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 8088 units),L13 nz-avg (OOS: fill-rate 7% over 8088 units),728.3,728.3,18936,18936,0,0.0
1864-FF19546PCS6,"AMAZON.COM.KYDC,INC",FF19546PCS6,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-FF20206,"AMAZON.COM.KYDC,INC",FF20206,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF20206EC,"AMAZON.COM.KYDC,INC",FF20206EC,Croston's,Croston's,,,217.8,217.8,5664,5664,0,0.0
1864-FF20206PCS2,"AMAZON.COM.KYDC,INC",FF20206PCS2,Croston's,Croston's,,,0.3,0.3,9,9,0,0.0
1864-FF20207,"AMAZON.COM.KYDC,INC",FF20207,Croston's,Croston's,,,19.2,19.2,498,498,0,0.0
1864-FF20208,"AMAZON.COM.KYDC,INC",FF20208,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 30852 units),L13 nz-avg (OOS: fill-rate 8% over 30852 units),2609.5,2609.5,67848,67848,0,0.0
1864-FF20208AU,AMAZON AUSTRALIA,FF20208AU,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF20208PCS3,"AMAZON.COM.KYDC,INC",FF20208PCS3,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 2484 units),L13 nz-avg (OOS: fill-rate 8% over 2484 units),223.5,223.5,5812,5812,0,0.0
1864-FF20209,"AMAZON.COM.KYDC,INC",FF20209,Sparse Intermittent,Sparse Intermittent,,,128.8,128.8,3348,3348,0,0.0
1864-FF20209PCS6,"AMAZON.COM.KYDC,INC",FF20209PCS6,Sparse Intermittent,Sparse Intermittent,,,0.3,0.3,9,9,0,0.0
1864-FF20210,"AMAZON.COM.KYDC,INC",FF20210,Reactivating,Reactivating,,,12.0,12.0,312,312,0,0.0
1864-FF20210PCS2,"AMAZON.COM.KYDC,INC",FF20210PCS2,Sparse Intermittent,Sparse Intermittent,,,2.0,2.0,51,51,0,0.0
1864-FF20816,"AMAZON.COM.KYDC,INC",FF20816,Sparse Intermittent,Sparse Intermittent,,,7.4,7.4,192,192,0,0.0
1864-FF20868,"AMAZON.COM.KYDC,INC",FF20868,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 14% over 768 units),L13 nz-avg (OOS: fill-rate 14% over 768 units),93.2,93.2,2424,2424,0,0.0
1864-FF21695,"AMAZON.COM.KYDC,INC",FF21695,Sparse Intermittent,Sparse Intermittent,,,3.7,3.7,96,96,0,0.0
1864-FF21696,"AMAZON.COM.KYDC,INC",FF21696,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF21700,"AMAZON.COM.KYDC,INC",FF21700,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF21709,"AMAZON.COM.KYDC,INC",FF21709,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF21788,"AMAZON.COM.KYDC,INC",FF21788,Croston's,Croston's,,,4.6,4.6,120,120,0,0.0
1864-FF21817,"AMAZON.COM.KYDC,INC",FF21817,Sparse Intermittent,Sparse Intermittent,,,7.4,7.4,192,192,0,0.0
1864-FF21826,"AMAZON.COM.KYDC,INC",FF21826,Sparse Intermittent,Sparse Intermittent,,,2.8,2.8,72,72,0,0.0
1864-FF21827,"AMAZON.COM.KYDC,INC",FF21827,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF21831,"AMAZON.COM.KYDC,INC",FF21831,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF21832,"AMAZON.COM.KYDC,INC",FF21832,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF21834,"AMAZON.COM.KYDC,INC",FF21834,Sparse Intermittent,Sparse Intermittent,,,2.8,2.8,72,72,0,0.0
1864-FF21839,"AMAZON.COM.KYDC,INC",FF21839,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF21862,"AMAZON.COM.KYDC,INC",FF21862,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF21876,"AMAZON.COM.KYDC,INC",FF21876,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF21904,"AMAZON.COM.KYDC,INC",FF21904,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22031,"AMAZON.COM.KYDC,INC",FF22031,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 23484 units),L13 nz-avg (OOS: fill-rate 8% over 23484 units),1987.8,1987.8,51684,51684,0,0.0
1864-FF22031PCS12,"AMAZON.COM.KYDC,INC",FF22031PCS12,Croston's,Croston's,,,8.8,8.8,228,228,0,0.0
1864-FF22070,"AMAZON.COM.KYDC,INC",FF22070,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 1008 units),L13 nz-avg (OOS: fill-rate 9% over 1008 units),94.2,94.2,2448,2448,0,0.0
1864-FF22071,"AMAZON.COM.KYDC,INC",FF22071,Croston's,Croston's,,,48.0,48.0,1248,1248,0,0.0
1864-FF22072,"AMAZON.COM.KYDC,INC",FF22072,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 0% over 1536 units),L13 nz-avg (OOS: fill-rate 0% over 1536 units),123.7,123.7,3216,3216,0,0.0
1864-FF22119,"AMAZON.COM.KYDC,INC",FF22119,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22122,"AMAZON.COM.KYDC,INC",FF22122,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-FF22123,"AMAZON.COM.KYDC,INC",FF22123,Sparse Intermittent,Sparse Intermittent,,,2.8,2.8,72,72,0,0.0
1864-FF22128,"AMAZON.COM.KYDC,INC",FF22128,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22187,"AMAZON.COM.KYDC,INC",FF22187,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 4% over 2814 units),L13 nz-avg (OOS: fill-rate 4% over 2814 units),200.3,200.3,5208,5208,0,0.0
1864-FF22187PCS3,"AMAZON.COM.KYDC,INC",FF22187PCS3,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-FF22317,"AMAZON.COM.KYDC,INC",FF22317,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 14% over 1080 units),L13 nz-avg (OOS: fill-rate 14% over 1080 units),119.1,119.1,3096,3096,0,0.0
1864-FF22317PCS2,"AMAZON.COM.KYDC,INC",FF22317PCS2,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 420 units),L13 nz-avg (OOS: fill-rate 7% over 420 units),36.5,36.5,948,948,0,0.0
1864-FF22318,"AMAZON.COM.KYDC,INC",FF22318,Heuristic,Heuristic,,,24.9,24.9,648,648,0,0.0
1864-FF22323,"AMAZON.COM.KYDC,INC",FF22323,Croston's,Croston's,,,24.0,24.0,624,624,0,0.0
1864-FF22715,"AMAZON.COM.KYDC,INC",FF22715,Croston's,Croston's,,,0.0,0.0,0,0,0,0
1864-FF22912-23,"AMAZON.COM.KYDC,INC",FF22912-23,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22913,"AMAZON.COM.KYDC,INC",FF22913,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22914,"AMAZON.COM.KYDC,INC",FF22914,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22915,"AMAZON.COM.KYDC,INC",FF22915,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22916-23,"AMAZON.COM.KYDC,INC",FF22916-23,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22917,"AMAZON.COM.KYDC,INC",FF22917,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-FF22918,"AMAZON.COM.KYDC,INC",FF22918,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22919,"AMAZON.COM.KYDC,INC",FF22919,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22920,"AMAZON.COM.KYDC,INC",FF22920,Sparse Intermittent,Sparse Intermittent,,,2.8,2.8,72,72,0,0.0
1864-FF22922,"AMAZON.COM.KYDC,INC",FF22922,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22923,"AMAZON.COM.KYDC,INC",FF22923,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22926,"AMAZON.COM.KYDC,INC",FF22926,Sparse Intermittent,Sparse Intermittent,,,2.8,2.8,72,72,0,0.0
1864-FF22927,"AMAZON.COM.KYDC,INC",FF22927,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-FF22928,"AMAZON.COM.KYDC,INC",FF22928,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22929,"AMAZON.COM.KYDC,INC",FF22929,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22930,"AMAZON.COM.KYDC,INC",FF22930,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22931,"AMAZON.COM.KYDC,INC",FF22931,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22960,"AMAZON.COM.KYDC,INC",FF22960,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22961,"AMAZON.COM.KYDC,INC",FF22961,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22962,"AMAZON.COM.KYDC,INC",FF22962,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-FF22963,"AMAZON.COM.KYDC,INC",FF22963,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22964,"AMAZON.COM.KYDC,INC",FF22964,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22976,"AMAZON.COM.KYDC,INC",FF22976,Sparse Intermittent,Sparse Intermittent,,,2.8,2.8,72,72,0,0.0
1864-FF22978,"AMAZON.COM.KYDC,INC",FF22978,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22979,"AMAZON.COM.KYDC,INC",FF22979,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22981,"AMAZON.COM.KYDC,INC",FF22981,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22982,"AMAZON.COM.KYDC,INC",FF22982,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF22988,"AMAZON.COM.KYDC,INC",FF22988,Sparse Intermittent,Sparse Intermittent,,,16.6,16.6,432,432,0,0.0
1864-FF22989,"AMAZON.COM.KYDC,INC",FF22989,Sparse Intermittent,Sparse Intermittent,,,3.7,3.7,96,96,0,0.0
1864-FF23008,"AMAZON.COM.KYDC,INC",FF23008,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF23009,"AMAZON.COM.KYDC,INC",FF23009,Sparse Intermittent,Sparse Intermittent,,,5.5,5.5,144,144,0,0.0
1864-FF23201,"AMAZON.COM.KYDC,INC",FF23201,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF23218,"AMAZON.COM.KYDC,INC",FF23218,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF23328,"AMAZON.COM.KYDC,INC",FF23328,Sparse Intermittent,Sparse Intermittent,,,3.7,3.7,96,96,0,0.0
1864-FF23330,"AMAZON.COM.KYDC,INC",FF23330,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF23331,"AMAZON.COM.KYDC,INC",FF23331,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF23339/12,"AMAZON.COM.KYDC,INC",FF23339/12,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF23348,"AMAZON.COM.KYDC,INC",FF23348,Sparse Intermittent,Sparse Intermittent,,,3.7,3.7,96,96,0,0.0
1864-FF23348PCS2,"AMAZON.COM.KYDC,INC",FF23348PCS2,Sparse Intermittent,Sparse Intermittent,,,1.8,1.8,48,48,0,0.0
1864-FF23433,"AMAZON.COM.KYDC,INC",FF23433,Sparse Intermittent,Sparse Intermittent,,,7.4,7.4,192,192,0,0.0
1864-FF23445,"AMAZON.COM.KYDC,INC",FF23445,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF23459,"AMAZON.COM.KYDC,INC",FF23459,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-FF23460,"AMAZON.COM.KYDC,INC",FF23460,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF23461,"AMAZON.COM.KYDC,INC",FF23461,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF23468,"AMAZON.COM.KYDC,INC",FF23468,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-FF23544/24,"AMAZON.COM.KYDC,INC",FF23544/24,Reactivating,Reactivating,,,10.2,10.2,264,264,0,0.0
1864-FF24120,"AMAZON.COM.KYDC,INC",FF24120,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-FF24123,"AMAZON.COM.KYDC,INC",FF24123,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF25556,"AMAZON.COM.KYDC,INC",FF25556,Croston's,Croston's,,,8.3,8.3,216,216,0,0.0
1864-FF25667,"AMAZON.COM.KYDC,INC",FF25667,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 576 units),L13 nz-avg (OOS: fill-rate 9% over 576 units),50.8,50.8,1320,1320,0,0.0
1864-FF25670,"AMAZON.COM.KYDC,INC",FF25670,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF25688,"AMAZON.COM.KYDC,INC",FF25688,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 816 units),L13 nz-avg (OOS: fill-rate 7% over 816 units),77.5,77.5,2016,2016,0,0.0
1864-FF25689,"AMAZON.COM.KYDC,INC",FF25689,Croston's,Croston's,,,18.5,18.5,480,480,0,0.0
1864-FF25701,"AMAZON.COM.KYDC,INC",FF25701,Croston's,Croston's,,,48.0,48.0,1248,1248,0,0.0
1864-FF25708,"AMAZON.COM.KYDC,INC",FF25708,Sparse Intermittent,Sparse Intermittent,,,3.7,3.7,96,96,0,0.0
1864-FF25895,"AMAZON.COM.KYDC,INC",FF25895,Croston's,Croston's,,,3024.0,3024.0,78624,78624,0,0.0
1864-FF26385,"AMAZON.COM.KYDC,INC",FF26385,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF26577,"AMAZON.COM.KYDC,INC",FF26577,Sparse Intermittent,Sparse Intermittent,,,1.8,1.8,48,48,0,0.0
1864-FF26777,"AMAZON.COM.KYDC,INC",FF26777,Croston's,Croston's,,,23.1,23.1,600,600,0,0.0
1864-FF27258,"AMAZON.COM.KYDC,INC",FF27258,Croston's,Croston's,,,477.0,477.0,12402,12402,0,0.0
1864-FF27259,"AMAZON.COM.KYDC,INC",FF27259,Croston's,Croston's,,,283.6,283.6,7374,7374,0,0.0
1864-FF27261,"AMAZON.COM.KYDC,INC",FF27261,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 10% over 408 units),L13 nz-avg (OOS: fill-rate 10% over 408 units),35.3,35.3,918,918,0,0.0
1864-FF27263,"AMAZON.COM.KYDC,INC",FF27263,Croston's,Croston's,,,416.1,416.1,10818,10818,0,0.0
1864-FF27264,"AMAZON.COM.KYDC,INC",FF27264,Croston's,Croston's,,,227.5,227.5,5916,5916,0,0.0
1864-FF27266,"AMAZON.COM.KYDC,INC",FF27266,Croston's,Croston's,,,215.8,215.8,5610,5610,0,0.0
1864-FF27332,"AMAZON.COM.KYDC,INC",FF27332,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 5% over 528 units),L13 nz-avg (OOS: fill-rate 5% over 528 units),48.0,48.0,1248,1248,0,0.0
1864-FF27385,"AMAZON.COM.KYDC,INC",FF27385,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF27391,"AMAZON.COM.KYDC,INC",FF27391,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-FF27394,"AMAZON.COM.KYDC,INC",FF27394,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF27687,"AMAZON.COM.KYDC,INC",FF27687,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 10% over 387 units),L13 nz-avg (OOS: fill-rate 10% over 387 units),46.7,46.7,1215,1215,0,0.0
